id,account_number_fake,holder_name_fake,bank_name,account_type,ifsc_code,opened_at
1360,137880210936,Navya Gupta,HDFC Bank,victim,HDFC07677,2026-03-13
1361,148550702640,Myra Verma,Bank of Baroda,victim,BARB06260,2025-11-11
1362,712582848891,Manoj Iyer,Axis Bank,victim,UTIB09949,2025-09-30
1363,467093672502,Pari Pillai,State Bank of India,victim,SBIN08004,2024-07-20
1364,881557155661,Saanvi Rao,Axis Bank,victim,UTIB06689,2025-07-04
1365,784879896319,Arjun Yadav,Punjab National Bank,victim,PUNB06305,2024-11-29
1366,223063567357,Ravi Desai,Axis Bank,victim,UTIB07569,2025-06-15
1367,621853111281,Sunil Singh,Bank of Baroda,victim,BARB07790,2025-02-10
1368,719503056878,Aadhya Joshi,Axis Bank,victim,UTIB00712,2025-12-01
1369,029484943457,Suresh Rao,Bank of Baroda,victim,BARB07661,2025-03-27
1370,087807202033,Navya Gupta,Axis Bank,victim,UTIB08811,2024-11-23
1371,649095468873,Pooja Pillai,State Bank of India,victim,SBIN00588,2026-01-18
1372,467347436939,Aarav Verma,ICICI Bank,victim,ICIC00894,2024-09-01
1373,941259799903,Geeta Malhotra,Bank of Baroda,victim,BARB02388,2026-02-16
1374,632939702663,Sunil Nair,HDFC Bank,victim,HDFC08207,2024-09-29
1375,058923036067,Sunil Chauhan,ICICI Bank,victim,ICIC07871,2024-12-11
1376,990185111567,Diya Joshi,Bank of Baroda,victim,BARB03385,2024-07-16
1377,563338923495,Kavita Mehta,Bank of Baroda,victim,BARB02457,2024-06-14
1378,237038547872,Sanjay Pandey,Bank of Baroda,victim,BARB06819,2025-01-10
1379,258831400356,Pari Pandey,Punjab National Bank,victim,PUNB03032,2026-05-16
1380,347608823092,Rajesh Verma,Bank of Baroda,victim,BARB05872,2025-06-15
1381,303101663662,Lakshmi Verma,ICICI Bank,victim,ICIC02845,2025-07-30
1382,495389162441,Aditya Pandey,Axis Bank,victim,UTIB00667,2025-06-13
1383,050667148533,Arjun Malhotra,Bank of Baroda,victim,BARB03171,2025-04-22
1384,962505073249,Geeta Kapoor,Axis Bank,victim,UTIB01394,2025-03-28
1385,308641486329,Pari Nair,HDFC Bank,victim,HDFC00850,2025-08-21
1386,345688486573,Manoj Yadav,State Bank of India,victim,SBIN07449,2025-10-31
1387,351602695775,Ravi Malhotra,Punjab National Bank,victim,PUNB02668,2025-06-15
1388,608853298734,Kiara Chauhan,Bank of Baroda,victim,BARB00114,2026-04-21
1389,573689108041,Amit Yadav,State Bank of India,victim,SBIN07569,2025-05-28
1390,867126572818,Diya Menon,Axis Bank,victim,UTIB02912,2026-04-24
1391,596707169448,Deepak Bhatt,ICICI Bank,victim,ICIC01440,2024-03-30
1392,799251973665,Ananya Iyer,Punjab National Bank,victim,PUNB04758,2026-03-09
1393,256004131667,Sunil Mehta,State Bank of India,victim,SBIN07527,2024-03-23
1394,025431639158,Navya Nair,Axis Bank,victim,UTIB04647,2024-10-04
1395,766540532421,Myra Patel,Axis Bank,victim,UTIB06943,2025-08-25
1396,107055705295,Sunil Malhotra,ICICI Bank,victim,ICIC00868,2026-04-27
1397,975193784953,Rahul Desai,Axis Bank,victim,UTIB01273,2025-05-11
1398,481297198840,Amit Menon,State Bank of India,victim,SBIN08943,2026-02-16
1399,033405081056,Rahul Singh,ICICI Bank,victim,ICIC03586,2024-05-21
1400,884959126092,Krishna Rao,Punjab National Bank,victim,PUNB00331,2025-04-30
1401,953223072487,Meena Kapoor,HDFC Bank,victim,HDFC06412,2025-12-24
1402,920696569325,Rajesh Patel,State Bank of India,victim,SBIN09627,2026-01-28
1403,502694473534,Ishaan Singh,ICICI Bank,victim,ICIC01439,2024-07-14
1404,782601877795,Vihaan Bhatt,HDFC Bank,victim,HDFC03342,2024-10-15
1405,968788420475,Sai Reddy,HDFC Bank,victim,HDFC09835,2026-05-13
1406,613959459211,Geeta Shah,HDFC Bank,victim,HDFC08572,2025-03-14
1407,428669062515,Sunil Malhotra,Bank of Baroda,victim,BARB07595,2024-09-06
1408,051719725123,Manoj Kapoor,HDFC Bank,victim,HDFC04335,2025-03-18
1409,199074666974,Sunita Chauhan,Axis Bank,victim,UTIB07217,2024-09-24
1410,728394764612,Sunita Pandey,Bank of Baroda,victim,BARB06149,2025-02-03
1411,870481135373,Neha Nair,Axis Bank,victim,UTIB09652,2026-04-11
1412,331326893746,Lakshmi Chauhan,Punjab National Bank,victim,PUNB00213,2026-01-27
1413,870630228293,Rajesh Mehta,ICICI Bank,victim,ICIC03528,2026-02-02
1414,808756450581,Deepak Kapoor,Punjab National Bank,victim,PUNB00580,2024-09-08
1415,379226281915,Priya Mehta,HDFC Bank,victim,HDFC00237,2025-06-16
1416,985919817473,Ananya Chauhan,State Bank of India,victim,SBIN06653,2026-02-06
1417,437212384877,Arjun Desai,Axis Bank,victim,UTIB05619,2024-07-27
1418,919344246271,Suresh Pandey,ICICI Bank,victim,ICIC02393,2025-04-10
1419,737630977398,Neha Sharma,Bank of Baroda,victim,BARB03666,2024-05-04
1420,546305941567,Vivaan Naidu,HDFC Bank,victim,HDFC01177,2025-08-01
1421,839507051306,Saanvi Bhatt,Axis Bank,victim,UTIB09672,2024-07-01
1422,858306848368,Riya Gupta,State Bank of India,victim,SBIN01672,2025-01-26
1423,085587235784,Ishaan Joshi,State Bank of India,victim,SBIN05720,2024-04-25
1424,004584089227,Rajesh Malhotra,State Bank of India,victim,SBIN00699,2024-05-19
1425,335142449663,Navya Pillai,Punjab National Bank,victim,PUNB09000,2025-04-30
1426,668813038469,Vihaan Yadav,State Bank of India,victim,SBIN01281,2025-10-10
1427,897173315716,Vikram Pandey,Bank of Baroda,victim,BARB00426,2024-07-29
1428,938373965242,Krishna Menon,State Bank of India,victim,SBIN07607,2025-06-03
1429,750568808482,Krishna Bhatt,HDFC Bank,victim,HDFC00727,2024-07-12
1430,929449931367,Divya Mehta,ICICI Bank,victim,ICIC05726,2025-12-18
1431,664802362801,Aadhya Kumar,State Bank of India,victim,SBIN09388,2025-10-11
1432,251826135062,Navya Kulkarni,HDFC Bank,victim,HDFC01084,2024-05-13
1433,714390390920,Sunil Kapoor,Punjab National Bank,victim,PUNB00562,2025-11-30
1434,475431886459,Ishaan Yadav,Punjab National Bank,victim,PUNB04780,2024-06-20
1435,113598043331,Aarav Pandey,HDFC Bank,victim,HDFC05696,2025-05-08
1436,171719945740,Kiara Menon,State Bank of India,victim,SBIN05199,2025-10-06
1437,560249235777,Myra Malhotra,Axis Bank,victim,UTIB04149,2024-05-30
1438,845467313717,Manoj Reddy,ICICI Bank,victim,ICIC04190,2025-12-19
1439,965640019154,Aadhya Kumar,Axis Bank,victim,UTIB02607,2024-11-08
1440,389515923466,Vihaan Malhotra,State Bank of India,victim,SBIN05217,2025-06-11
1441,576018830415,Reyansh Kapoor,Bank of Baroda,victim,BARB04474,2026-05-06
1442,740952905509,Meena Nair,Punjab National Bank,victim,PUNB05792,2026-05-12
1443,959282233125,Vivaan Singh,Axis Bank,victim,UTIB06772,2025-09-11
1444,415871994250,Riya Pandey,Axis Bank,victim,UTIB05925,2025-03-09
1445,107535024694,Ishaan Yadav,State Bank of India,victim,SBIN08412,2025-02-13
1446,822608099371,Sunil Naidu,Bank of Baroda,victim,BARB05193,2024-07-16
1447,355882348118,Neha Iyer,ICICI Bank,victim,ICIC00829,2025-03-18
1448,611955309373,Pooja Desai,Bank of Baroda,victim,BARB01340,2025-03-15
1449,550652990536,Diya Patel,HDFC Bank,victim,HDFC07912,2024-04-29
1450,515567409201,Sunita Pandey,State Bank of India,victim,SBIN06759,2025-04-04
1451,348752560489,Navya Verma,Punjab National Bank,victim,PUNB09246,2026-01-12
1452,647763103231,Vivaan Shah,Bank of Baroda,victim,BARB09767,2024-06-20
1453,144894009465,Myra Naidu,Punjab National Bank,victim,PUNB08463,2024-11-18
1454,476766609191,Suresh Reddy,Axis Bank,victim,UTIB09352,2025-11-04
1455,702501554494,Aditya Kapoor,Axis Bank,victim,UTIB00998,2025-08-03
1456,695887089426,Meena Mehta,Axis Bank,victim,UTIB06036,2026-01-10
1457,191636950725,Manoj Pillai,Punjab National Bank,victim,PUNB09250,2024-08-23
1458,695991129464,Diya Desai,Bank of Baroda,victim,BARB00311,2024-11-19
1459,463773485030,Aadhya Yadav,Punjab National Bank,victim,PUNB02772,2024-07-24
1460,728774786910,Vikram Yadav,Axis Bank,victim,UTIB04076,2024-12-04
1461,355019353110,Myra Naidu,Axis Bank,victim,UTIB01584,2025-10-17
1462,262189224006,Aadhya Naidu,Punjab National Bank,victim,PUNB01386,2025-08-24
1463,693477966054,Rahul Pandey,Axis Bank,victim,UTIB08562,2025-07-28
1464,975570826786,Reyansh Reddy,State Bank of India,victim,SBIN05044,2025-06-16
1465,207681700681,Divya Naidu,ICICI Bank,victim,ICIC04365,2026-03-26
1466,867706672192,Sunita Pillai,State Bank of India,victim,SBIN02834,2024-09-21
1467,256208361088,Geeta Patel,Bank of Baroda,victim,BARB00257,2024-05-21
1468,732092254508,Neha Joshi,Punjab National Bank,victim,PUNB00694,2024-04-20
1469,560897064937,Ravi Shah,Bank of Baroda,victim,BARB05904,2025-06-05
1470,274062828507,Anil Mehta,ICICI Bank,victim,ICIC02553,2025-01-02
1471,074045156993,Sanjay Malhotra,State Bank of India,victim,SBIN03276,2024-11-03
1472,366943643653,Aadhya Pillai,Punjab National Bank,victim,PUNB01459,2025-05-31
1473,250927040043,Anika Rao,State Bank of India,victim,SBIN08666,2025-07-07
1474,751862109863,Deepak Sharma,Bank of Baroda,victim,BARB06782,2026-05-17
1475,970310808348,Kavita Kumar,Axis Bank,victim,UTIB00985,2025-04-28
1476,743087803782,Arjun Kapoor,Punjab National Bank,victim,PUNB05371,2024-10-05
1477,730597662084,Anika Pillai,HDFC Bank,victim,HDFC00784,2025-12-05
1478,679406015413,Neha Naidu,Bank of Baroda,victim,BARB08273,2025-12-15
1479,262735060012,Rajesh Pillai,Punjab National Bank,victim,PUNB06646,2024-05-18
1480,898730732166,Anika Kulkarni,Bank of Baroda,victim,BARB05691,2024-06-02
1481,411602859538,Pooja Mehta,Bank of Baroda,victim,BARB08755,2026-04-28
1482,786740477246,Vikram Naidu,Bank of Baroda,victim,BARB04972,2026-05-24
1483,891055799915,Ishaan Singh,ICICI Bank,victim,ICIC08434,2025-09-18
1484,111264218154,Sunita Kumar,HDFC Bank,victim,HDFC04788,2025-02-23
1485,379877523999,Rohan Sharma,Punjab National Bank,victim,PUNB06369,2024-09-08
1486,533317931347,Lakshmi Pandey,ICICI Bank,victim,ICIC05619,2026-01-09
1487,769328792746,Ishaan Mehta,HDFC Bank,victim,HDFC02268,2026-04-01
1488,277157368507,Anika Mehta,Bank of Baroda,victim,BARB00518,2024-11-20
1489,764756657329,Vihaan Bhatt,ICICI Bank,victim,ICIC07741,2024-06-22
1490,629309615071,Kiara Sharma,State Bank of India,victim,SBIN00661,2025-11-30
1491,087884779888,Vihaan Kumar,HDFC Bank,victim,HDFC02437,2025-09-14
1492,814082824649,Vivaan Reddy,Axis Bank,victim,UTIB01371,2026-01-04
1493,815193942789,Anika Naidu,ICICI Bank,victim,ICIC01192,2026-01-26
1494,049779572400,Pooja Pillai,Bank of Baroda,victim,BARB03031,2025-10-11
1495,777085942682,Meena Verma,HDFC Bank,victim,HDFC03955,2025-05-06
1496,523243421395,Manoj Joshi,HDFC Bank,victim,HDFC07965,2026-01-31
1497,736080558226,Suresh Singh,Punjab National Bank,victim,PUNB02316,2026-03-07
1498,898122396575,Sunita Yadav,HDFC Bank,victim,HDFC03764,2025-06-13
1499,683829216298,Aditya Pandey,State Bank of India,victim,SBIN06042,2026-04-15
1500,110714923603,Sunil Singh,Punjab National Bank,victim,PUNB06808,2025-08-23
1501,842181801874,Riya Menon,Axis Bank,victim,UTIB07291,2025-03-12
1502,527261891095,Sai Kumar,Axis Bank,victim,UTIB03100,2024-07-08
1503,450980635333,Divya Kulkarni,State Bank of India,victim,SBIN05016,2025-01-08
1504,390363857433,Navya Sharma,HDFC Bank,victim,HDFC09195,2026-05-15
1505,201651988906,Priya Pandey,HDFC Bank,victim,HDFC00917,2025-09-16
1506,036534764144,Anil Pandey,State Bank of India,victim,SBIN02719,2026-02-01
1507,081464702360,Pari Nair,ICICI Bank,victim,ICIC07417,2024-06-23
1508,393396910829,Myra Naidu,Axis Bank,victim,UTIB06561,2024-10-21
1509,855143825520,Rohan Joshi,HDFC Bank,victim,HDFC03286,2025-08-29
1510,105071970957,Navya Sharma,Bank of Baroda,victim,BARB04454,2024-04-30
1511,391905665141,Diya Pandey,State Bank of India,victim,SBIN03430,2026-02-17
1512,357168261114,Deepak Menon,State Bank of India,victim,SBIN07620,2026-02-12
1513,148578165608,Kiara Pillai,State Bank of India,victim,SBIN08041,2026-05-21
1514,503083491164,Sai Singh,ICICI Bank,victim,ICIC07649,2025-01-04
1515,417876028749,Aditya Iyer,Punjab National Bank,victim,PUNB00726,2025-04-16
1516,232072486115,Anika Desai,Bank of Baroda,victim,BARB06230,2025-11-16
1517,277606395136,Ravi Mehta,HDFC Bank,victim,HDFC08990,2026-01-14
1518,883744892396,Vikram Singh,State Bank of India,victim,SBIN00424,2025-05-11
1519,980865510861,Navya Sharma,Axis Bank,victim,UTIB09970,2026-05-02
1520,384109600661,Rohan Kumar,Axis Bank,victim,UTIB06153,2024-07-24
1521,824996966081,Vivaan Kulkarni,Punjab National Bank,victim,PUNB08758,2024-05-18
1522,007256687230,Aadhya Gupta,Punjab National Bank,victim,PUNB06365,2026-02-14
1523,120945402894,Priya Pillai,Punjab National Bank,victim,PUNB04388,2024-10-23
1524,474270725445,Anil Bhatt,ICICI Bank,victim,ICIC02786,2024-06-30
1525,750139939256,Lakshmi Chauhan,Bank of Baroda,victim,BARB07974,2025-11-25
1526,497705364434,Ishaan Shah,ICICI Bank,victim,ICIC09541,2024-10-13
1527,923315240415,Navya Malhotra,State Bank of India,victim,SBIN07584,2024-11-03
1528,184173265234,Priya Gupta,HDFC Bank,victim,HDFC06554,2026-01-19
1529,813847513407,Amit Malhotra,Bank of Baroda,victim,BARB04918,2025-07-28
1530,944280540092,Rohan Mehta,HDFC Bank,victim,HDFC03195,2024-06-05
1531,399431095188,Ravi Shah,Punjab National Bank,victim,PUNB08578,2026-02-04
1532,875875098020,Amit Desai,Punjab National Bank,victim,PUNB07520,2025-04-18
1533,291694261666,Manoj Gupta,Axis Bank,victim,UTIB04710,2026-04-21
1534,604283167232,Meena Verma,Punjab National Bank,victim,PUNB04644,2026-03-29
1535,575790336759,Reyansh Malhotra,Punjab National Bank,victim,PUNB04791,2024-04-24
1536,547539641638,Divya Kumar,ICICI Bank,victim,ICIC02511,2026-03-24
1537,657721127168,Kavita Bhatt,State Bank of India,victim,SBIN01098,2024-08-17
1538,742525776899,Navya Pillai,Bank of Baroda,victim,BARB07739,2025-10-24
1539,961159533841,Priya Pandey,Bank of Baroda,victim,BARB06290,2026-01-26
1540,441676218743,Rahul Desai,HDFC Bank,victim,HDFC00964,2026-05-08
1541,876634041974,Ishaan Naidu,Bank of Baroda,victim,BARB04765,2024-12-30
1542,784138312760,Vivaan Joshi,Punjab National Bank,victim,PUNB07833,2025-09-17
1543,298358448012,Reyansh Malhotra,Bank of Baroda,victim,BARB07712,2026-02-08
1544,764526587280,Pari Reddy,HDFC Bank,victim,HDFC02386,2025-08-02
1545,922397662154,Ananya Pandey,Axis Bank,victim,UTIB01519,2024-06-23
1546,335588572834,Anil Pillai,Bank of Baroda,victim,BARB06389,2024-08-21
1547,481189172845,Rahul Malhotra,ICICI Bank,victim,ICIC08487,2025-05-17
1548,568084690015,Meena Pillai,ICICI Bank,victim,ICIC08123,2025-11-03
1549,083572890910,Manoj Bhatt,HDFC Bank,victim,HDFC00634,2026-03-07
1550,506648782648,Sunita Joshi,Punjab National Bank,victim,PUNB07130,2024-06-10
1551,613875955942,Aadhya Nair,Punjab National Bank,victim,PUNB02981,2025-01-13
1552,474934768893,Aarav Yadav,Punjab National Bank,victim,PUNB08616,2024-08-10
1553,958769559126,Ishaan Desai,ICICI Bank,victim,ICIC08130,2026-05-02
1554,286327023174,Vikram Gupta,Punjab National Bank,victim,PUNB00281,2024-05-31
1555,723685044852,Vikram Verma,State Bank of India,victim,SBIN06023,2025-08-23
1556,563859818284,Anika Verma,ICICI Bank,victim,ICIC03997,2025-06-27
1557,589906586972,Pari Naidu,ICICI Bank,victim,ICIC02324,2024-12-30
1558,245422492243,Sunil Kulkarni,State Bank of India,victim,SBIN00232,2024-06-17
1559,779536140830,Diya Yadav,Punjab National Bank,victim,PUNB07090,2025-11-22
1560,462922228338,Manoj Bhatt,State Bank of India,victim,SBIN01385,2024-12-22
1561,293374153583,Priya Naidu,Axis Bank,victim,UTIB03878,2025-10-11
1562,747529148356,Aarav Kumar,Bank of Baroda,victim,BARB05086,2024-10-20
1563,647033642453,Rohan Desai,Punjab National Bank,victim,PUNB02065,2025-05-17
1564,747870676442,Vivaan Chauhan,Punjab National Bank,victim,PUNB08630,2026-03-17
1565,204993064041,Anika Patel,Punjab National Bank,victim,PUNB02107,2024-05-24
1566,702153861151,Kiara Joshi,Axis Bank,victim,UTIB01162,2026-03-24
1567,088609692533,Diya Rao,ICICI Bank,victim,ICIC06010,2025-03-27
1568,266427386966,Arjun Mehta,State Bank of India,victim,SBIN04811,2024-05-20
1569,920823661620,Pari Verma,Axis Bank,victim,UTIB01729,2025-08-10
1570,667605508005,Pooja Sharma,Axis Bank,victim,UTIB00908,2025-02-24
1571,181498367849,Vihaan Joshi,Punjab National Bank,victim,PUNB00321,2026-02-19
1572,748675675351,Vihaan Bhatt,Axis Bank,victim,UTIB05347,2025-06-07
1573,661907644490,Lakshmi Kapoor,State Bank of India,victim,SBIN04394,2025-12-02
1574,864993397453,Riya Desai,Punjab National Bank,victim,PUNB09180,2024-12-21
1575,342900249278,Sunita Mehta,Bank of Baroda,victim,BARB05234,2025-12-03
1576,385404450398,Divya Naidu,Punjab National Bank,victim,PUNB06383,2025-04-21
1577,786015083345,Saanvi Sharma,Bank of Baroda,victim,BARB01298,2024-11-09
1578,755005357603,Sanjay Rao,Axis Bank,victim,UTIB06733,2025-11-17
1579,614601741964,Anil Mehta,State Bank of India,victim,SBIN00009,2024-11-18
1580,265652936756,Manoj Reddy,Bank of Baroda,victim,BARB02754,2025-09-03
1581,018769270438,Pari Naidu,Punjab National Bank,victim,PUNB08528,2026-02-21
1582,989087634272,Vihaan Rao,Bank of Baroda,victim,BARB04771,2024-09-12
1583,246988967621,Arjun Shah,Axis Bank,victim,UTIB08224,2026-03-14
1584,341373454247,Deepak Kumar,Punjab National Bank,victim,PUNB01155,2025-01-05
1585,353321012546,Riya Mehta,State Bank of India,victim,SBIN07591,2025-06-19
1586,836863644498,Arjun Patel,Punjab National Bank,victim,PUNB01063,2024-10-14
1587,938721120382,Sunita Patel,Punjab National Bank,victim,PUNB09983,2024-05-25
1588,689921274621,Kavita Malhotra,Axis Bank,victim,UTIB03345,2025-09-14
1589,295656219295,Lakshmi Verma,Punjab National Bank,mule,PUNB09944,2026-07-16
1590,051865067996,Anil Desai,Bank of Baroda,victim,BARB04511,2025-10-25
1591,059256870426,Pari Kulkarni,Punjab National Bank,mule,PUNB09795,2026-07-15
1592,922521238029,Aditya Bhatt,Bank of Baroda,victim,BARB04462,2026-04-27
1593,351487497151,Ishaan Kapoor,Axis Bank,mule,UTIB09545,2026-08-09
1594,512090181749,Kavita Yadav,Bank of Baroda,victim,BARB07311,2024-07-24
1595,963360989105,Aarav Shah,ICICI Bank,mule,ICIC05961,2026-08-03
1596,654907872550,Ananya Gupta,Punjab National Bank,victim,PUNB05415,2024-09-26
1597,093757707960,Neha Gupta,Punjab National Bank,mule,PUNB06941,2026-07-23
1598,694906082761,Vikram Naidu,ICICI Bank,victim,ICIC00023,2025-09-24
1599,209459691573,Pari Chauhan,State Bank of India,mule,SBIN04385,2026-08-02
1600,233143241707,Krishna Kumar,Bank of Baroda,victim,BARB01278,2026-04-15
1601,633879081322,Vihaan Singh,Punjab National Bank,mule,PUNB02204,2026-07-26
1602,224170183137,Krishna Verma,ICICI Bank,victim,ICIC07434,2024-05-16
1603,057925173335,Sanjay Reddy,HDFC Bank,mule,HDFC03682,2026-07-20
1604,076645362921,Priya Naidu,ICICI Bank,victim,ICIC03501,2024-09-01
1605,449689509291,Sanjay Shah,HDFC Bank,mule,HDFC08994,2026-07-30
1606,651444465748,Riya Rao,ICICI Bank,victim,ICIC01452,2025-07-28
1607,888646508930,Pari Menon,HDFC Bank,mule,HDFC01784,2026-07-20
1608,250383412472,Vikram Pillai,State Bank of India,victim,SBIN02372,2024-05-29
1609,419753700632,Myra Chauhan,Axis Bank,mule,UTIB09887,2026-08-04
1610,589981811994,Pooja Menon,Punjab National Bank,victim,PUNB02817,2025-03-23
1611,206433955343,Saanvi Shah,ICICI Bank,mule,ICIC09719,2026-08-03
1612,308724478390,Vivaan Chauhan,Bank of Baroda,victim,BARB07121,2024-12-07
1613,798969102419,Ravi Kapoor,ICICI Bank,mule,ICIC02724,2026-07-27
1614,800544027760,Meena Naidu,State Bank of India,victim,SBIN01231,2025-11-17
1615,575100036685,Manoj Shah,HDFC Bank,mule,HDFC03973,2026-08-08
1616,251129803102,Vihaan Iyer,Axis Bank,victim,UTIB06237,2024-04-30
1617,067482522925,Navya Kulkarni,ICICI Bank,mule,ICIC05476,2026-07-23
1618,761747904552,Ananya Nair,Axis Bank,victim,UTIB02420,2025-10-03
1619,642549780643,Manoj Gupta,Punjab National Bank,mule,PUNB09603,2026-07-27
1620,790868088358,Reyansh Pandey,HDFC Bank,victim,HDFC05583,2026-01-15
1621,548759799742,Suresh Pandey,ICICI Bank,mule,ICIC04290,2026-07-27
1622,894511932467,Diya Mehta,Axis Bank,victim,UTIB01999,2024-11-17
1623,523710029596,Saanvi Mehta,Axis Bank,mule,UTIB01875,2026-08-03
1624,806932894011,Reyansh Chauhan,ICICI Bank,victim,ICIC07130,2025-04-12
1625,709718467908,Deepak Pillai,Bank of Baroda,mule,BARB03731,2026-08-02
1626,661806108537,Manoj Shah,ICICI Bank,victim,ICIC00070,2024-04-24
1627,022212683905,Reyansh Pandey,State Bank of India,mule,SBIN00118,2026-07-16
1628,251964295861,Aditya Reddy,HDFC Bank,victim,HDFC06721,2024-06-28
1629,025449655024,Ananya Bhatt,Axis Bank,mule,UTIB01825,2026-07-25
1630,713202061392,Pooja Nair,Axis Bank,victim,UTIB00318,2025-12-28
1631,674482287807,Saanvi Chauhan,Axis Bank,mule,UTIB00049,2026-08-02
1632,954584465771,Kavita Malhotra,ICICI Bank,victim,ICIC03715,2025-01-23
1633,278932873227,Priya Desai,ICICI Bank,mule,ICIC05484,2026-07-19
1634,232345335668,Reyansh Shah,Punjab National Bank,victim,PUNB02289,2025-12-28
1635,754920398013,Kiara Malhotra,ICICI Bank,mule,ICIC07619,2026-07-16
1636,765091639750,Aadhya Gupta,Punjab National Bank,victim,PUNB05792,2024-09-26
1637,109810094430,Aditya Rao,ICICI Bank,mule,ICIC07732,2026-07-13
1638,398714142642,Neha Naidu,ICICI Bank,victim,ICIC09306,2025-04-26
1639,614383816742,Anil Pandey,Bank of Baroda,mule,BARB09540,2026-07-30
1640,404210014996,Amit Chauhan,ICICI Bank,victim,ICIC01177,2025-08-04
1641,539057986626,Lakshmi Iyer,ICICI Bank,mule,ICIC03395,2026-07-24
1642,870131117517,Neha Bhatt,ICICI Bank,victim,ICIC03358,2025-01-21
1643,249215156944,Kiara Kumar,Axis Bank,mule,UTIB07871,2026-08-04
1644,209928687842,Kavita Iyer,State Bank of India,victim,SBIN07751,2025-07-24
1645,672097506699,Reyansh Kapoor,HDFC Bank,mule,HDFC02856,2026-08-07
1646,323518522916,Riya Sharma,Axis Bank,victim,UTIB05613,2024-06-27
1647,398714845443,Vivaan Sharma,Axis Bank,mule,UTIB07457,2026-08-05
1648,578660702507,Myra Nair,Bank of Baroda,victim,BARB06660,2025-11-13
1649,508526106896,Rajesh Joshi,Punjab National Bank,mule,PUNB03264,2026-08-06
1650,716388193927,Aadhya Mehta,Punjab National Bank,victim,PUNB01918,2025-02-28
1651,198792165018,Arjun Naidu,Punjab National Bank,mule,PUNB05760,2026-07-17
1652,177313197493,Ishaan Kapoor,Bank of Baroda,victim,BARB01352,2026-04-21
1653,625593765118,Ishaan Mehta,Bank of Baroda,mule,BARB06651,2026-07-31
1654,968757446544,Navya Reddy,ICICI Bank,victim,ICIC08218,2026-04-20
1655,982125588774,Aditya Joshi,HDFC Bank,mule,HDFC00315,2026-07-16
1656,106572997665,Manoj Pillai,ICICI Bank,victim,ICIC06206,2026-05-06
1657,039336777441,Aditya Pandey,Bank of Baroda,mule,BARB08439,2026-08-04
1658,646518478879,Diya Pillai,Axis Bank,victim,UTIB07888,2025-07-09
1659,879579711491,Deepak Chauhan,ICICI Bank,mule,ICIC04619,2026-07-15
1660,326503052411,Neha Kulkarni,State Bank of India,victim,SBIN04207,2025-12-15
1661,133529495760,Myra Bhatt,ICICI Bank,mule,ICIC09610,2026-08-08
1662,456143153834,Neha Gupta,ICICI Bank,victim,ICIC08995,2025-04-07
1663,200859040024,Reyansh Kapoor,State Bank of India,mule,SBIN07036,2026-07-25
1664,921017274821,Ravi Yadav,Bank of Baroda,victim,BARB05175,2024-04-22
1665,796313240496,Sai Chauhan,Bank of Baroda,mule,BARB06519,2026-08-01
1666,391767070022,Ravi Joshi,Punjab National Bank,victim,PUNB07962,2025-05-26
1667,527843003987,Ravi Malhotra,ICICI Bank,mule,ICIC00646,2026-07-29
